Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2022-09-03,Some Saturday Reads,0c85263293.jpg,"A sketchy line drawing showing a figure relaxing while looking at what appears to be a mobile phone or device. The subject is depicted in a casual pose, reclining on what seems to be a couch or chair. The drawing captures a candid, everyday moment with loose, expressive linework.","['Black', 'White', 'Grey (from paper texture)']","Quick gestural sketch/Life drawing with continuous line technique, showing influence of observational drawing and contemporary urban sketching",A casual indoor scene capturing a moment of modern life - someone absorbed in their mobile device while relaxing,"['sketch', 'line drawing', 'contemporary', 'mobile phone', 'relaxation', 'everyday life', 'gestural', 'observational drawing', 'casual', 'modern life', 'black and white', 'minimalist']",Blog,,340.0,453.0
2022-08-28,Watching Some Tv,ec522f97ed.jpg,"A sketched portrait drawing on white paper attached to a clipboard, showing a figure wearing glasses in profile view with long straight hair. The drawing is executed in a loose, gestural line style with continuous strokes.","['Black (ink lines)', 'White (paper)', 'Brown (wooden background surface)']","['Gestural drawing', 'Continuous line art', 'Quick sketch', 'Contemporary portrait', 'Minimalist line drawing']","A portrait sketch showing a side profile of a figure with glasses and long straight hair, captured in an expressive linear style that emphasizes the contours and features of the subject","['portrait', 'line drawing', 'sketch', 'profile view', 'glasses', 'long hair', 'gestural', 'ink drawing', 'continuous line', 'minimalist', 'contemporary art', 'black and white', 'expressive']",Blog,,340.0,453.0
2022-08-28,A Basketball Man,4c11f1c672.jpg,"A sketch portrait drawn in a loose, expressive style showing a face with round glasses, rendered in black ink or pen on white paper. The drawing is mounted on a clipboard with a wooden background visible.","['Black', 'White', 'Warm brown (wooden background)', 'Teal/blue (visible at bottom of clipboard)']","['Gestural sketch', 'Loose line drawing', 'Expressive contour drawing', 'Contemporary sketch', 'Quick study']","A portrait sketch featuring round glasses, with emphasis on linear marks and gestural expression. The subject is shown from a slightly upward angle, wearing a simple crew neck top.","['sketch', 'portrait', 'glasses', 'line drawing', 'pen art', 'gestural', 'contemporary', 'monochromatic', 'expressive', 'study', 'minimal', 'loose style', 'clipboard', 'black and white']",Blog,,340.0,453.0
2022-08-27,Got Some Brunch,58f2b47be4.jpg,"A quick sketch showing a person sitting alone at what appears to be a bar counter or desk. The figure is drawn from behind, seated on a stool, with minimal detail but effective line work capturing their posture and the environment's basic elements including what seem to be windows or panels on the wall.","['Black', 'White', 'Wooden background (where the paper is placed)']","['Quick sketch', 'Line drawing', 'Urban sketching', 'Minimalist', 'Observational drawing']","A solitary figure viewed from behind, sitting at what appears to be a counter or bar, captured in a candid moment that suggests contemplation or solitude","['sketch', 'pen drawing', 'bar scene', 'solitude', 'figure drawing', 'interior scene', 'urban sketch', 'minimalist', 'line art', 'candid', 'observational', 'monochrome']",Blog,,340.0,255.0
2022-08-26,Lunchtime Sketches At,0866e14f37.jpg,"A simple ink sketch showing a figure sitting on what appears to be railway tracks or steps leading to a vanishing point. The figure is drawn in a casual pose, reading or looking at something in their hands while perched on the linear structure.","['Black ink', 'White paper', 'Reddish background visible around the paper']","['Quick sketch', 'Line drawing', 'Gestural drawing', 'Urban sketching', 'Minimalist illustration']","A solitary figure engaged in reading while sitting on a perspective-drawn structure, possibly railroad tracks or steps, creating a sense of solitude and contemplation","['sketch', 'ink drawing', 'perspective', 'reading', 'solitude', 'railroad tracks', 'steps', 'linear perspective', 'contemplation', 'urban scene', 'minimalist', 'quick drawing', 'gesture sketch', 'vanishing point', 'illustration']",Blog,,340.0,453.0
2022-08-23,Grabbing A Drink,98abf826f2.jpg,"A simple pen sketch showing a portrait of a figure wearing rectangular glasses, with shoulder-length hair and a gentle smile. The drawing is done in a loose, quick sketch style with multiple flowing lines creating the form.","['Black ink', 'White paper background']","['Quick sketch', 'Loose line drawing', 'Gestural drawing', 'Contemporary sketch', 'Minimalist portrait']","A portrait sketch of someone wearing glasses, depicted from roughly the shoulders up, drawn in a casual, spontaneous style with flowing lines creating the hair and facial features","['sketch', 'portrait', 'line drawing', 'glasses', 'pen drawing', 'black and white', 'casual art', 'quick drawing', 'minimal', 'contemporary portrait', 'loose style', 'gestural']",Blog,,340.0,453.0
2022-08-23,Out Of Ink,719b1a493e.jpg,"A simple line drawing portrait sketch on white paper, featuring a face with shoulder-length hair. The drawing appears to be done with quick, loose strokes capturing basic facial features and a neutral expression. The sketch is placed on what appears to be a concrete or stone surface.","['Black', 'White', 'Beige/grey (background surface)']","['Minimalist line drawing', 'Quick sketch', 'Contemporary', 'Gestural', 'Single-line technique']","A portrait sketch showing a frontal view of a person with shoulder-length hair, featuring minimal detail but capturing essential facial features and basic proportions","['portrait', 'sketch', 'line drawing', 'ink drawing', 'minimal', 'monochrome', 'contemporary art', 'quick sketch', 'portraiture', 'black and white', 'pen drawing']",Blog,,340.0,453.0
2022-08-23,An Empty Building,0d78144ebd.jpg,A black ink sketch of a historic two-story commercial building with arched windows and doorways. The building appears to be a retail or grocer's shop with distinctive architectural features including ornate cornices and multiple window bays. The sketch is drawn on white paper and photographed alongside what appears to be a pen.,"['Black', 'White', 'Grey (through shading techniques)']","['Urban sketching', 'Architectural illustration', 'Freehand drawing', 'Line art', 'Quick sketch']","A Victorian or Edwardian-era commercial building facade featuring retail/grocer signage, with classical architectural elements including arched windows, decorative cornices, and a corner entrance design","['architecture', 'urban sketch', 'building facade', 'Victorian architecture', 'retail shop', 'grocer', 'ink drawing', 'historical building', 'street scene', 'architectural detail', 'urban art', 'storefront', 'arched windows', 'commercial building', 'line drawing']",Blog,,340.0,453.0
2022-08-14,More Rocks Drawings,8f66ee0fc9.jpg,"A detailed pen sketch of a historic English/Scottish/Australian chartered bank building facade, featuring Victorian architecture with arched windows, decorative elements, and ornate stonework. The sketch is drawn on white paper and photographed on what appears to be a dark concrete or stone surface, with a clear ink pen visible in the frame.","['Black', 'White', 'Grey (through shading)', 'Brown (from background surface)']","['Architectural sketch', 'Urban sketching', 'Line drawing', 'Technical illustration', 'Freehand architectural rendering']","A Victorian-era bank building facade showing classical architectural features including arched windows, decorative cornices, and detailed stonework typical of 19th-century commercial architecture","['Architecture', 'Victorian', 'Bank building', 'Urban sketch', 'Heritage architecture', 'Building facade', 'Architectural drawing', 'Historical building', 'Pen and ink', 'Gothic revival', 'Colonial architecture', 'Arched windows', 'Commercial building', 'Street scene', 'Urban art']",Blog,,340.0,453.0
2022-08-06,Another Sunny Day,20b80c15d7.jpg,"A sketch of a traditional gazebo or garden shelter drawn on white paper, photographed against grass. The drawing shows detailed architectural features including a shingled roof, supporting pillars, and decorative elements. A pen or marker is visible at the top of the image.","['Black', 'White', 'Green (background grass)', 'Grey (shading)']","['Architectural sketch', 'Line drawing', 'Urban sketching', 'Freehand drawing']","A traditional wooden gazebo or garden shelter structure with a prominent peaked roof, architectural details including decorative trim and support posts. The structure appears to be drawn in a classical or Victorian style.","['gazebo', 'architectural drawing', 'sketch', 'garden structure', 'pavilion', 'urban sketching', 'ink drawing', 'architectural details', 'Victorian architecture', 'outdoor shelter', 'line art', 'building illustration']",Blog,,340.0,255.0
2022-07-31,Sketching Round Surry,9f975ce5b9.jpg,"A watercolor sketch of a historical building with an arched entrance, showing a clipboard with paper, watercolor palette, and painting tools on a wooden surface. The sketch depicts a three-story building with shuttered windows and architectural details in pale green tones.","['Pale green', 'Light blue (sky)', 'Grey', 'White', 'In palette: red, yellow, blue, orange, black']",Urban sketching/Architectural illustration with watercolor wash technique,"A vintage or historical building facade with classical architectural elements including an arched doorway, shuttered windows, and a dormer window at the top level","['urban sketching', 'architecture', 'watercolor', 'building facade', 'classical architecture', 'plein air', 'art supplies', 'architectural drawing', 'streetscape', 'historic building', 'urban art', 'on-location drawing']",Blog,,340.0,255.0
2022-07-21,Morning Scribbles,0633ff9c88.jpg,"A black and white sketch of two residential houses side by side, done in a quick, loose architectural style. The houses feature simple gabled roofs, windows, and some basic landscaping elements suggested by loose scribbles at the base representing grass or shrubs.","['Black', 'White', 'Wooden desk tone in background']","['Architectural sketch', 'Urban sketching', 'Freehand drawing', 'Line drawing', 'Quick study']","Two simple residential houses drawn from an angular perspective, showing their front and side facades, with basic architectural details like windows, doors, and rooflines","['houses', 'architecture', 'sketch', 'residential', 'buildings', 'urban sketch', 'pen drawing', 'black and white', 'architectural illustration', 'home drawing', 'gabled roof', 'landscape sketch', 'freehand', 'urban scene']",Blog,,340.0,255.0
2022-07-17,Sketching The Rocks,ff74067ebb.jpg,"A pen sketch of a historic building with Victorian architectural features, including a prominent clock tower, arched windows, and ornate details. The building appears to be labeled 'CAMPBELLS CO' at the bottom. The drawing shows a two-story structure with multiple arched windows and a distinctive tower with a clock face.","['Black', 'White', 'Grey (from shading)']","['Architectural sketch', 'Line drawing', 'Urban sketching', 'Freehand illustration']","A Victorian-era commercial or civic building, likely a historic Campbell's Company building, featuring classical architectural elements and a prominent clock tower in the center","['Victorian architecture', 'Clock tower', 'Architectural drawing', 'Historic building', ""Campbell's"", 'Line art', 'Urban sketch', 'Arched windows', 'Commercial building', 'Heritage architecture', 'Building facade', 'Pen sketch', 'Tower', 'Historic preservation']",Blog,,340.0,453.0
2022-06-30,Some Changing Leaves,449685c884.jpg,"A watercolor painting of an autumn tree displayed on white paper, with a paint palette and brush visible in the frame. The painting shows a tree with yellow and orange foliage on a simple gray base or platform. A red water cup is visible in the background on what appears to be a red surface.","['Yellow', 'Orange', 'Brown', 'Gray', 'Red', 'White']","Watercolor painting, impressionistic, loose brushwork, nature study","A deciduous tree in autumn colors, painted in a minimalist style with a simple base or platform beneath it. The tree appears to be a bonsai or decorative tree given its placement on a platform.","['watercolor', 'autumn tree', 'fall colors', 'bonsai', 'nature art', 'botanical illustration', 'tree painting', 'art supplies', 'yellow leaves', 'art study', 'minimalist', 'decorative tree']",Blog,,340.0,453.0
2022-06-22,Red Blue Person,b0ee13ae4c.jpg,"A monochromatic portrait sketch on a spiral-bound sketchbook page. The artwork depicts a figure with a top knot hairstyle, intense eyes, and strong facial features rendered in grayscale tones. The subject's expression appears serious or contemplative.","['Black', 'Grey', 'Off-white/cream (paper)', 'Various grayscale tones']","['Contemporary portrait', 'Minimalist', 'Loose brushwork', 'Expressive', 'Monochromatic watercolor']","A portrait study focusing on facial features and expression, rendered in a minimalist style with emphasis on light and shadow. The composition is centered and frontal, with the subject's gaze directed at the viewer.","['portrait', 'watercolor', 'monochrome', 'sketch', 'contemporary art', 'black and white', 'expression', 'top knot', 'minimalist', 'face study', 'grayscale', 'brushwork']",Blog,,340.0,453.0
2022-06-20,Quick Morning Sketch,de86768dcc.jpg,"A watercolor painting depicting a solitary sailboat on calm waters under a cloudy, yellow-tinged sky. The boat is rendered in simple, dark silhouette form against a misty, atmospheric background with subtle reflections in the water.","['Pale yellow', 'Grey', 'Navy blue', 'Pale blue', 'White', 'Steel blue']",Impressionistic watercolor painting with minimalist elements,"A lone sailboat moored on still waters against a moody, overcast sky, creating a peaceful and contemplative maritime scene","['watercolor', 'sailboat', 'seascape', 'maritime', 'nautical', 'atmospheric', 'moody', 'minimalist', 'boat', 'ocean', 'cloudy sky', 'peaceful', 'marine art', 'reflection', 'harbor scene']",Blog,,340.0,255.0
2022-06-17,Lips Are Hard,a1a332fc74.jpg,"A watercolor portrait on a spiral-bound sketchbook showing a person wearing rectangular black-framed glasses and a white top. The portrait is rendered in soft, muted tones with particular attention to facial features and shadows.","['Cream/off-white (background)', 'Black (glasses and hair)', 'Various skin tones', 'Soft pink (lips)', 'White (clothing)', 'Grey (shadows and details)']","Contemporary watercolor portrait, realistic with slight stylization, loose brushwork with attention to form and shadow","A portrait study showing the subject from shoulders up, featuring distinctive black-framed glasses and a simple white top. The composition is centered on the cream-colored paper with a subtle background wash.","['watercolor', 'portrait', 'glasses', 'contemporary art', 'sketchbook', 'illustration', 'realistic', 'original artwork', 'painting', 'casual portrait']",Blog,,340.0,453.0
2022-06-16,Practicing Still Lifes,03598547cb.jpg,"A watercolor painting on a spiral-bound sketchbook showing a sage green ceramic vase containing pink flowers with green stems and leaves. The background is rendered in soft grey tones, and the vase casts a subtle shadow.","['Sage green', 'Pink', 'Grey', 'White', 'Forest green', 'Beige']","Loose watercolor still life with a minimalist approach, featuring soft edges and gentle color gradients typical of wet-on-wet watercolor technique","A simple floral still life composition featuring a single vase with flowers, demonstrating classic still life arrangement principles with a contemporary, loose painting style","['watercolor', 'still life', 'vase', 'flowers', 'pink flowers', 'green vase', 'botanical', 'floral art', 'sketchbook', 'loose painting', 'minimalist', 'home decor', 'nature study']",Blog,,340.0,453.0
2022-06-14,Using It Up,76af109ba3.jpg,"A watercolor portrait painting displayed on a wooden surface, with painting supplies visible at the bottom including a watercolor palette and brushes. The portrait features shoulder-length hair and subtle facial features rendered in warm brown and beige tones.","['Auburn brown', 'Beige', 'Cream', 'Warm terracotta', 'Soft pink undertones', 'Wooden brown (background)']","Contemporary watercolor portrait, loose realistic style with minimalist approach","A portrait painting showing a contemplative expression, with the focus on natural, understated features. The composition is centered and cropped at shoulder level.","['watercolor', 'portrait', 'art supplies', 'painting', 'contemporary art', 'brown tones', 'art study', 'minimalist', 'artistic process', 'neutral colors', 'loose style', 'creative workspace']",Blog,,340.0,453.0
2022-06-12,Paper Is Buckling,ad8002b7da.jpg,"A watercolor portrait painting displayed on white paper with a watercolor palette visible at the bottom of the image. The painting depicts a figure with dark hair, looking to the side with an expression of concern or worry. The background has soft peachy tones.","['Peach', 'Brown', 'Black', 'Red (for lips)', 'White (for highlights)', 'Yellow (in palette)', 'Blue (in palette)']","Contemporary watercolor portrait, loose and expressive with minimal detail and soft edges","A portrait painting focusing on facial features and expression, rendered in a somewhat minimalist style with emphasis on emotional conveyance through the eyes and facial expression","['watercolor', 'portrait', 'contemporary art', 'emotional expression', 'minimalist', 'peach tones', 'artwork', 'painting', 'illustration', 'modern portrait', 'expressive art']",Blog,,340.0,453.0
2022-06-10,Too Much Grey,54b6324344.jpg,A monochromatic portrait painted in watercolor or ink showing a direct forward-facing expression. The artwork features expressive eyes and defined facial features rendered in various shades of gray and black. The style is loose and gestural with visible brushstrokes.,"['Black', 'Gray', 'White (paper)', 'Various grayscale tones']","['Expressive', 'Gestural', 'Contemporary portrait', 'Loose brushwork', 'Monochromatic']","A portrait study showing emotional expression through facial features, with particular emphasis on the eyes and subtle shadowing to create depth and form","['portrait', 'monochrome', 'watercolor', 'ink wash', 'expressionist', 'contemporary art', 'grayscale', 'portrait study', 'gestural artwork', 'emotional expression']",Blog,,340.0,453.0
2022-06-09,Fineliner And Charcoal,22333f115f.jpg,"A charcoal or graphite portrait sketch on tan or kraft paper, showing someone wearing rectangular glasses and with hair tied back. The drawing has a loose, expressive style with emphasis on facial features and minimal detail in the clothing area.","['Black/grey (from drawing medium)', 'Tan/brown (paper)', 'White (highlights)', 'Wooden brown (visible table surface)']","['Contemporary sketch', 'Realistic portrait', 'Loose gestural drawing', 'Academic drawing style', 'Quick study']","['Portrait sketch', 'Head and shoulders composition', 'Contemporary figure with glasses', 'Minimal clothing detail with focus on facial features']","['portrait', 'sketch', 'charcoal', 'glasses', 'contemporary', 'kraft paper', 'monochrome', 'gestural', 'academic drawing', 'study', 'minimalist']",Blog,,340.0,453.0
2022-06-08,Scratchy,c7b08bd764.jpg,"A quick, loose sketch portrait drawn in a sketchbook showing a person wearing rectangular glasses. The drawing is executed in a continuous line style with minimal lifting of the pen, capturing the basic features and expression in an economical manner.","['Black', 'White/cream paper']","['Continuous line drawing', 'Gestural sketch', 'Minimalist', 'Quick study', 'Contemporary sketch']","A portrait sketch showing someone wearing glasses, depicted from the shoulders up, with a neutral expression. The drawing focuses on capturing the essential features with minimal detail.","['sketch', 'portrait', 'line drawing', 'glasses', 'continuous line', 'minimal', 'contemporary', 'quick sketch', 'pen drawing', 'sketchbook art', 'monochrome', 'gestural']",Blog,,340.0,453.0
2022-06-06,Practicing Some Line,fba62392a3.jpg,"Two portrait sketches side by side in a spiral-bound sketchbook. The left sketch shows a figure in formal attire with a bow tie, rendered in grayscale. The right sketch is a close-up portrait with yellow-toned hair, showing more color variation.","['Gray', 'Yellow', 'Sepia', 'Off-white (paper)', 'Black (lines)']","['Loose sketch', 'Expressive portraiture', 'Quick study', 'Contemporary illustration', 'Gestural drawing']","['Two portrait studies', 'Sketched figures', 'Character studies', 'Facial expressions', 'Head and shoulder portraits']","['portrait', 'sketch', 'illustration', 'drawing', 'artistic study', 'monochrome', 'yellow', 'formal attire', 'sketchbook', 'character design']",Blog,,340.0,255.0
2022-06-05,Need Watercolour Paper,22ed8a7c65.jpg,"A loose, expressionistic portrait sketch in a sketchbook showing a figure with shoulder-length hair wearing a grey jacket over a white shirt. The face features distinctive shading with yellow tones and strong angular features rendered in a sketchy style.","['Grey', 'Yellow ochre', 'White', 'Black', 'Brown tones']","Expressionist sketch/Contemporary portrait drawing with loose, gestural qualities and emotional emphasis rather than strict realism","A portrait study showing an individual in casual attire, depicted from roughly the chest up, with an emphasis on capturing mood and character rather than photographic accuracy","['portrait', 'sketch', 'expressionist', 'contemporary', 'watercolor', 'mixed media', 'gestural', 'loose style', 'sketchbook art', 'character study', 'emotional portrait', 'modern drawing']",Blog,,340.0,453.0
2022-06-04,By The Beach,8cff78b343.jpg,"A watercolor sketch in progress of a lifeguard or observation tower, with art supplies visible including a watercolor palette, water cup, and drawing tools on a dark wooden surface. The sketch features loose, gestural lines and a soft blue sky background.","['Light blue (sky)', 'Yellow (tower roof)', 'Grey (tower structure)', 'In palette: red, yellow, blue, orange, white']","Urban sketching / Architectural watercolor illustration with loose, informal linework combined with watercolor washes","A tower structure, likely a beach lifeguard tower or observation post, depicted with a distinctive peaked roof and elevated platform, shown against a sky background","['watercolor', 'sketch', 'architecture', 'tower', 'lifeguard station', 'beach', 'observation post', 'urban sketching', 'plein air', 'art supplies', 'drawing', 'illustration']",Blog,,340.0,453.0
2022-06-04,Pot Plantsss,b35c6645f6.jpg,"A watercolor sketch of a small potted plant or sapling on a spiral-bound sketchbook, with a watercolor palette and water brush visible in the frame. The drawing shows a simple plant with green leaves in a gray cylindrical pot against a lightly washed gray background.","['Green (for leaves)', 'Gray (for pot and background)', 'White (paper)', 'In palette: Navy blue', 'Yellow', 'Red', 'Brown/Orange', 'Purple/Burgundy']","Quick watercolor sketch/study, loose botanical illustration, minimalist watercolor","A simple potted plant or sapling rendered in a minimalist style, focusing on basic form and light washes of color rather than detailed botanical illustration","['watercolor', 'sketch', 'botanical', 'plant', 'pot', 'sapling', 'study', 'minimal', 'green', 'gray', 'loose style', 'nature', 'indoor plant', 'art supplies', 'sketchbook']",Blog,,340.0,453.0
2022-05-31,Searching For A,48887f9617.jpg,"A charcoal portrait sketch showing a side-angled view of a face with long dark hair. The drawing captures a subtle, contemplative expression with detailed attention to light and shadow. The artwork appears in a spiral-bound sketchbook on a wooden surface.","['Black', 'Various shades of grey', 'Off-white (paper)', 'Warm beige (background surface)']","['Realistic portrait sketch', 'Contemporary charcoal drawing', 'Traditional portraiture', 'Naturalistic rendering']","['Portrait study', 'Three-quarter view portrait', 'Expression study', 'Contemporary portraiture']","['charcoal', 'portrait', 'sketch', 'black and white', 'drawing', 'art study', 'monochrome', 'realism', 'sketchbook', 'fine art', 'shading', 'contemporary art']",Blog,,340.0,453.0
2022-05-29,Got Some Charcoals,c6f5344e76.jpg,"A charcoal portrait sketch drawn on beige paper showing a head and partial shoulders. The drawing features strong shading and contrast, with emphasis on facial features and expressive eyes. The subject has dark, shoulder-length hair and a contemplative or slightly melancholic expression.","['Black', 'Grey', 'Beige (paper color)', 'White (highlights)']","Contemporary realistic sketch portrait with elements of expressionism, executed in a loose, gestural drawing technique","A portrait study focusing on facial features and emotional expression, rendered in charcoal with dramatic shadowing and contrast","['portrait', 'charcoal drawing', 'sketch', 'monochrome', 'expressionist', 'contemporary art', 'emotional expression', 'gesture drawing', 'portraiture', 'art study', 'tonal drawing', 'dramatic lighting']",Blog,,340.0,453.0
2022-05-26,Dont Know About,69041e4d81.jpg,"A monochromatic watercolor portrait sketch in shades of blue on a spiral-bound sketchbook. The portrait shows a figure wearing rectangular glasses, rendered with loose, expressive brushstrokes. The artwork has a contemporary, minimal style with focus on the face and upper torso.","['Indigo blue', 'Light blue', 'White (paper)', 'Navy blue', 'Prussian blue']","['Contemporary', 'Impressionistic', 'Loose watercolor', 'Gestural', 'Minimalist portrait']","A portrait study executed in blue watercolor, featuring a figure with glasses and a contemplative expression. The composition is centered on the page and focuses on the head and shoulders.","['watercolor', 'portrait', 'blue', 'monochromatic', 'glasses', 'sketch', 'contemporary art', 'gestural painting', 'minimal', 'loose style', 'sketchbook', 'art study']",Blog,,340.0,452.0
2022-02-22,Blue moon,2202morningpracticeface.jpeg,"An artist's workspace showing the progression of a portrait from pencil sketch to watercolor painting. The two pieces display the same portrait, with the left being the initial pencil sketch and the right showing the completed version in blue watercolor. The workspace includes various art supplies and tools on a white surface with a wooden easel or stand holding both artworks.","['Blue (dominant in finished piece)', 'White (paper)', 'Beige/cream (paper tone)', 'Grey (sketch)', 'Brown (wooden stand)']","['Contemporary portrait', 'Minimalist watercolor', 'Sketch to watercolor progression', 'Loose gestural style', 'Modern illustration']","A portrait study featuring glasses and long hair, shown in both sketch and watercolor form, demonstrating the artistic process from initial drawing to colored completion","['portrait', 'watercolor', 'sketch', 'artistic process', 'blue', 'progression', 'art workspace', 'illustration', 'drawing', 'before and after', 'art supplies', 'studio setup']",Blog,,340.0,255.0
2021-12-26,Foreheadshortening,Head3.jpeg,"A watercolor portrait painting in progress, showing a figure with vibrant red hair wearing blue sunglasses and a mint green sleeveless top. The painting is surrounded by watercolor palettes, mixing trays, and what appears to be drinking glasses with colored liquids.","['Red (vibrant hair)', 'Blue (sunglasses)', 'Mint/seafoam green (clothing)', 'Flesh tones (skin)', 'White (paper background)', 'Teal/turquoise (in palette)']","['Contemporary watercolor', 'Loose illustration', 'Minimalist portrait', 'Sketch-like quality', 'Modern casual style']","A contemporary portrait featuring simplified features, with emphasis on bold hair color and eyewear, rendered in a loose watercolor technique with minimal detail","['watercolor', 'portrait', 'contemporary art', 'red hair', 'sunglasses', 'illustration', 'minimal', 'modern portrait', 'loose style', 'fashion illustration', 'art process', 'work in progress']",Blog,,340.0,453.0
2021-12-26,New watercolour set for Christmas,Face-2.jpeg,"A watercolor portrait painting in progress, shown alongside painting materials including a wooden palette, water glasses, and paint wells. The painting features a portrait with blue hair and yellow skin tones wearing a green top. The artwork is done in an expressive, loose style.","['Yellow', 'Blue', 'Green', 'White', 'Turquoise']","['Expressionist', 'Contemporary', 'Loose watercolor', 'Amateur/learning style', 'Bold color application']","A portrait painting showing a figure from shoulders up, featuring distinctive blue hair and bold yellow skin tones, painted in an experimental watercolor style","['watercolor', 'portrait', 'painting', 'art supplies', 'blue hair', 'experimental', 'contemporary art', 'art process', 'creative', 'bold colors', 'expressive']",Blog,,340.0,453.0
2021-12-09,Maybe its the light,Light.jpeg,"A quick sketch portrait drawing on white paper showing a person wearing rectangular glasses. The drawing is done in a loose, gestural style with simple pencil lines. An earring is visible on one ear, and the subject is wearing what appears to be a crew neck top.","['Graphite grey', 'White paper', 'Warm brown (visible board edge)', 'Amber (partial bottle visible in corner)']","['Quick sketch', 'Gestural drawing', 'Linear drawing', 'Contemporary portrait', 'Minimalist', 'Study sketch']","A portrait sketch showing a head and partial shoulders in three-quarter view, featuring glasses and short hair in a contemporary style","['sketch', 'portrait', 'glasses', 'pencil drawing', 'gestural', 'contemporary', 'minimal', 'quick study', 'head drawing', 'line art', 'draft', 'artistic study']",Blog,,340.0,453.0
2021-12-09,Not moving enough,Notmoving.jpeg,"A sketch on white paper showing four similar portraits arranged in a diamond pattern. Each sketch depicts a face wearing glasses rendered in a simple, manga-inspired style. The drawing appears to be done on a notebook or sketchbook placed on a dark granite or marble surface, with what appears to be a glass of beer or amber liquid visible in the corner.","['Grey (pencil)', 'White (paper)', 'Dark speckled grey/black (counter surface)', 'Amber/golden (beverage in glass)', 'Brown (pen handle)']","['Manga/Anime-inspired', 'Sketch', 'Quick study', 'Minimalist line drawing']","Four quick portrait sketches showing similar faces with glasses in different angles and expressions, possibly studies of the same character from different perspectives","['sketch', 'manga', 'portraits', 'glasses', 'character study', 'pencil drawing', 'anime style', 'face study', 'multiple angles', 'rough sketch', 'line art', 'character design']",Blog,,340.0,453.0
2021-11-27,Have to work on planes,Gradients_face.jpeg,"A monochromatic watercolor portrait sketch displayed on a wooden table alongside art supplies including a coffee cup, a blue water container, and paint wells. The artwork shows a portrait with rectangular glasses and hair tied up in a bun.","['Black', 'Grey', 'White', 'Blue (water container)', 'Brown (table surface)']","Monochromatic watercolor portrait sketch with loose, expressive brushwork","A portrait sketch featuring someone wearing rectangular glasses, rendered in black and grey tones with a simple, minimalist approach to detail","['watercolor', 'portrait', 'monochrome', 'sketch', 'glasses', 'art supplies', 'black and white', 'minimalist', 'contemporary', 'artistic workspace', 'creative process']",Blog,,340.0,454.0
2021-11-26,New drawing book,Mouse-again.jpeg,"A pencil sketch portrait on white paper showing rough, gestural lines forming a facial study. The drawing is placed on what appears to be a wooden surface with various writing implements nearby and a grey fabric pencil case or pouch in the background.","['Grey (pencil lines)', 'White (paper)', 'Burgundy (pen accents)', 'Navy blue (pen bodies)', 'Yellow (pen accent)', 'Brown (wooden surface)']","['Sketch', 'Gestural drawing', 'Contemporary', 'Life drawing', 'Quick study']","A portrait sketch featuring loose, expressive line work capturing facial features, with particular attention to the eyes, nose, and lips. The drawing shows a three-quarter view of the subject's face with minimal shading.","['portrait', 'sketch', 'drawing', 'art study', 'line work', 'facial features', 'contemporary art', 'pencil drawing', 'gestural', 'artistic process', 'work in progress']",Blog,,340.0,453.0
2021-05-31,Drawing old dutch oils,Cap.jpeg,"A pencil sketch portrait showing a figure wearing what appears to be casual clothing including a beanie or cap. The drawing focuses on facial features with particular attention to the eyes and facial expression, which carries a somewhat somber or serious look. The sketch is rendered in a loose, gestural style with visible pencil strokes.","['Grayscale', 'Light gray', 'Dark gray', 'White (paper)', 'Black (darkest shadows)']","['Sketchy', 'Contemporary portraiture', 'Gestural drawing', 'Quick study', 'Expressive realism']","A portrait sketch showing the head and partial shoulders of a figure wearing casual clothing and a head covering, rendered in an expressive style with emphasis on facial features and emotional quality","['portrait', 'sketch', 'pencil drawing', 'contemporary art', 'expressive', 'gestural', 'monochrome', 'beanie', 'urban style', 'character study', 'facial expression', 'emotional']",Blog,,340.0,453.0
2021-05-23,Pidgins,Pidegons.jpeg,"A graphite sketch showing two birds rendered in a loose, expressive style. The drawing features one complete bird on the left and a partial view of another bird's head on the right. Both birds have distinctive round eyes and beak details, created with varying degrees of shading and texture.","['Black', 'Grey (various tones)', 'White (paper)', 'Warm brown (wooden table visible in background)']","['Naturalistic sketch', 'Loose gestural drawing', 'Contemporary illustration', 'Quick study']","Two birds sketched in profile, with emphasis on their characteristic round eyes and beaks. The drawing captures the soft, rounded forms typical of common garden birds or pigeons.","['bird sketch', 'graphite drawing', 'nature illustration', 'wildlife art', 'bird study', 'charcoal drawing', 'avian art', 'black and white sketch', 'natural history illustration', 'ornithological drawing']",Blog,,340.0,255.0
2021-05-10,More head studies,Mushy3.jpeg,A pencil sketch portrait showing a figure with rectangular glasses and straight shoulder-length hair. The drawing captures an expressive face with slightly parted lips and a distinctive gaze through the frames. The sketch is done on what appears to be cream or off-white paper.,"['Graphite grey', 'Off-white/cream (paper)', 'Various grey tones through shading']","['Quick sketch', 'Loose gestural drawing', 'Contemporary portrait', 'Realistic with expressive elements']","A portrait drawing featuring a contemporary figure wearing glasses, captured in a casual, candid style with emphasis on facial expression and basic features","['portrait', 'sketch', 'glasses', 'contemporary', 'pencil drawing', 'graphite', 'facial expression', 'gestural', 'casual portrait', 'art study', 'quick sketch']",Blog,,340.0,453.0
